gene_name	core	inter	rare	total	details	general_class	specific_class
motA	44	0	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_2165	43	2	0	45	Core: 1+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+9 Rare: 	Varied	Core and intermediate
arnD	44	0	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_2101	42	2	0	44	Core: 1+2+3+4+5+6+7+8+10+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 9+11 Rare: 	Varied	Core and intermediate
paaX	44	0	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_2035	43	2	0	45	Core: 1+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+9 Rare: 	Varied	Core and intermediate
motB	44	0	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
hisJ	43	2	0	45	Core: 1+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+9 Rare: 	Varied	Core and intermediate
baeS	42	3	0	45	Core: 1+3+4+5+6+7+8+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+9+16 Rare: 	Varied	Core and intermediate
group_1518	43	2	0	45	Core: 1+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+9 Rare: 	Varied	Core and intermediate
group_1439	44	0	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
pcaF	44	0	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
fabB	44	0	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
paaF	44	0	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
ssuD	43	2	0	45	Core: 1+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+9 Rare: 	Varied	Core and intermediate
chbC	44	1	0	45	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2 Rare: 	Varied	Core and intermediate
paaC	44	0	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
proP	43	2	0	45	Core: 1+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+9 Rare: 	Varied	Core and intermediate
maeA	43	2	0	45	Core: 1+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+3 Rare: 	Varied	Core and intermediate
arnA	44	0	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
paaZ	44	0	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_9850	42	3	0	45	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 9+12+16 Rare: 	Varied	Core and intermediate
ydiL	41	0	0	41	Core: 1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+23+24+25+27+28+29+30+31+32+33+34+36+37+38+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
csgA	42	1	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+43+44+45 Inter: 9 Rare: 	Varied	Core and intermediate
group_9266	43	1	0	44	Core: 1+2+3+4+6+7+8+9+10+11+12+13+14+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 5 Rare: 	Varied	Core and intermediate
group_9233	41	0	0	41	Core: 1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+23+24+25+27+28+29+30+31+32+33+34+36+37+38+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_9142	44	0	0	44	Core: 1+2+3+4+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_9122	43	1	0	44	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2 Rare: 	Varied	Core and intermediate
group_9052	44	0	0	44	Core: 1+2+3+4+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_9049	43	1	0	44	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2 Rare: 	Varied	Core and intermediate
ltxB~~~sunT	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_8964	42	3	0	45	Core: 1+2+3+4+5+6+7+8+10+11+12+13+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 9+14+16 Rare: 	Varied	Core and intermediate
group_8961	44	0	0	44	Core: 1+2+3+4+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_8932	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_8929	42	2	0	44	Core: 1+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+40+41+42+43+44+45 Inter: 2+9 Rare: 	Varied	Core and intermediate
chbR	43	1	0	44	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+43+44+45 Inter: 2 Rare: 	Varied	Core and intermediate
group_8650	42	3	0	45	Core: 1+3+4+5+6+7+8+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+9+16 Rare: 	Varied	Core and intermediate
group_8569	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+44+45 Inter:  Rare: 	Core	Multi-lineage core
csgD	41	2	0	43	Core: 1+2+3+4+5+7+8+10+11+12+13+14+15+16+17+18+19+20+21+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+43+44+45 Inter: 6+9 Rare: 	Varied	Core and intermediate
group_8463	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_8434	41	0	0	41	Core: 1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+23+24+25+26+27+28+29+30+31+32+33+34+37+38+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_8402	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+44+45 Inter:  Rare: 	Core	Multi-lineage core
mdaB~~~ycaK	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+44+45 Inter:  Rare: 	Core	Multi-lineage core
lysR~~~dmlR	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_8244	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_8000	43	2	0	45	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+16 Rare: 	Varied	Core and intermediate
group_7938	42	3	0	45	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 9+12+16 Rare: 	Varied	Core and intermediate
bcsA~~~bcsB	42	1	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+44+45 Inter: 9 Rare: 	Varied	Core and intermediate
group_7851	43	1	0	44	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2 Rare: 	Varied	Core and intermediate
group_7729	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_7669	43	1	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 20 Rare: 	Varied	Core and intermediate
group_7661	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_7609	42	1	0	43	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 2 Rare: 	Varied	Core and intermediate
group_7580	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_7491	42	1	0	43	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 2 Rare: 	Varied	Core and intermediate
group_7427	44	0	0	44	Core: 1+2+3+4+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_7144	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+44+45 Inter:  Rare: 	Core	Multi-lineage core
yqaE	41	0	0	41	Core: 1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+23+24+25+27+28+29+30+31+32+33+34+36+37+38+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
yqfB	41	0	0	41	Core: 1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+23+24+25+27+28+29+30+31+32+33+34+36+37+38+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_5901	42	1	0	43	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 2 Rare: 	Varied	Core and intermediate
xapX	42	1	0	43	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 2 Rare: 	Varied	Core and intermediate
chbA	43	1	0	44	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+43+44+45 Inter: 2 Rare: 	Varied	Core and intermediate
group_4160	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_3333	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
pncA	42	1	0	43	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 2 Rare: 	Varied	Core and intermediate
group_2671	43	1	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 20 Rare: 	Varied	Core and intermediate
group_2385	42	1	0	43	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 2 Rare: 	Varied	Core and intermediate
group_2087	41	2	0	43	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+17+18+19+20+21+23+24+25+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+16 Rare: 	Varied	Core and intermediate
group_1751	43	2	0	45	Core: 1+3+4+5+6+7+8+9+10+11+12+13+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+14 Rare: 	Varied	Core and intermediate
bcsZ	42	1	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+44+45 Inter: 9 Rare: 	Varied	Core and intermediate
group_1416	43	1	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 16 Rare: 	Varied	Core and intermediate
group_1397	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
emrA	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_1054	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
araJ	42	1	0	43	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 2 Rare: 	Varied	Core and intermediate
group_660	41	0	0	41	Core: 1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+23+24+25+27+28+29+30+31+32+33+34+36+37+38+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
ytcJ	42	1	0	43	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 2 Rare: 	Varied	Core and intermediate
sunT	43	1	0	44	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 16 Rare: 	Varied	Core and intermediate
acrB	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_9508	41	3	0	44	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+17+18+19+20+21+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 9+12+16 Rare: 	Varied	Core and intermediate
group_9294	42	0	0	42	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_9222	42	2	0	44	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 2+16 Rare: 	Varied	Core and intermediate
araC~~~glxA	42	2	0	44	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 2+16 Rare: 	Varied	Core and intermediate
group_9183	42	0	0	42	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_9170	41	0	0	41	Core: 1+2+3+4+5+6+7+8+9+10+11+13+14+15+16+17+18+19+20+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_9144	41	3	0	44	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+17+18+19+20+21+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 9+12+16 Rare: 	Varied	Core and intermediate
yebG	42	1	0	43	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+16+17+18+19+20+21+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 9 Rare: 	Varied	Core and intermediate
group_9078	42	2	0	44	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 2+16 Rare: 	Varied	Core and intermediate
group_9067	42	1	0	43	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+16+17+18+19+20+21+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 9 Rare: 	Varied	Core and intermediate
ycjT	41	4	0	45	Core: 1+3+4+5+6+7+8+10+11+12+13+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+9+14+16 Rare: 	Varied	Core and intermediate
group_9004	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
pgmB	41	4	0	45	Core: 1+3+4+5+6+7+8+10+11+12+13+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+9+14+16 Rare: 	Varied	Core and intermediate
group_8891	42	2	0	44	Core: 1+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+9 Rare: 	Varied	Core and intermediate
oqxB	42	1	0	43	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+16+17+18+19+20+21+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 9 Rare: 	Varied	Core and intermediate
group_8280	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
walK	41	2	0	43	Core: 1+2+3+4+5+6+7+8+10+12+13+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 9+11 Rare: 	Varied	Core and intermediate
lasI	40	1	0	41	Core: 1+2+3+4+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+23+24+25+27+28+29+30+31+32+33+34+36+37+38+40+41+42+43+44+45 Inter: 5 Rare: 	Varied	Core and intermediate
group_8098	42	2	0	44	Core: 1+3+4+5+6+7+8+9+10+11+12+13+14+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 2+16 Rare: 	Varied	Core and intermediate
group_8004	40	3	0	43	Core: 1+3+4+5+6+7+8+10+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+33+34+35+37+38+39+40+41+42+43+44+45 Inter: 2+9+11 Rare: 	Varied	Core and intermediate
group_7903	41	3	0	44	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+17+18+19+20+21+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 9+12+16 Rare: 	Varied	Core and intermediate
cheY	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
cheR	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_7894	41	4	0	45	Core: 1+3+4+5+6+7+8+10+11+12+13+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+9+14+16 Rare: 	Varied	Core and intermediate
group_7838	42	1	0	43	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+16+17+18+19+20+21+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 9 Rare: 	Varied	Core and intermediate
group_7637	43	0	0	43	Core: 1+2+3+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_7575	41	4	0	45	Core: 1+3+4+5+6+7+8+10+11+12+13+15+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter: 2+9+14+16 Rare: 	Varied	Core and intermediate
group_7568	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_6838	43	0	0	43	Core: 1+2+3+4+5+6+7+8+10+11+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_6781	40	0	0	40	Core: 1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+23+24+25+27+28+29+31+32+33+34+36+37+38+40+41+42+43+44+45 Inter:  Rare: 	Core	Multi-lineage core
group_5153	42	0	0	42	Core: 1+2+3+4+5+6+7+8+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+44+45 Inter:  Rare: 	Core	Multi-lineage core
