number_file	percent_coverage	percent_identity	category	Gene	product
MMO-38_contigs.fa	100	92.28	Effector delivery system	hcp/tssD	  type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
MMO-38_contigs.fa	99.13	86.72	Effector delivery system	ompA	  OmpA family protein [T6SS-III (VF0784) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
MMO-38_contigs.fa	100	87.61	Effector delivery system	dotU	  type VI secretion system protein TssL short form [T6SS-III (VF0784) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
MMO-38_contigs.fa	100	89.69	Effector delivery system	impJ	  type VI secretion system baseplate subunit TssK [T6SS-III (VF0784) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]
MMO-38_contigs.fa	96.47	84.9	Regulation	fur	  ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	96.16	82.9	Nutritional/Metabolic factor	entA	  23-dihydroxybenzoate-23-dehydrogenase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]
MMO-38_contigs.fa	99.18	85.83	Nutritional/Metabolic factor	entB	  23-dihydro-23-dihydroxybenzoate synthetase isochroismatase [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
MMO-38_contigs.fa	99.75	81.88	Nutritional/Metabolic factor	entE	  enterobactin synthase subunit E [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]
MMO-38_contigs.fa	95.73	81.36	Nutritional/Metabolic factor	entS	  enterobactin exporter EntS [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella variicola At-22]
MMO-38_contigs.fa	99.01	82.85	Nutritional/Metabolic factor	fepD	  iron-enterobactin transporter membrane protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca KCTC 1686]
MMO-38_contigs.fa	99.19	80.08	Nutritional/Metabolic factor	fepG	  iron-enterobactin transporter permease [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae 342]
MMO-38_contigs.fa	97.11	82.95	Nutritional/Metabolic factor	fepC	  iron-enterobactin transporter ATP-binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]
MMO-38_contigs.fa	99.28	82.41	Nutritional/Metabolic factor	fepA	  outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
MMO-38_contigs.fa	99.75	81.29	Antimicrobial activity/Competitive advantage	acrA	  acriflavine resistance protein A [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella oxytoca KCTC 1686]
MMO-38_contigs.fa	99.78	85.79	Antimicrobial activity/Competitive advantage	acrB	  acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342]
MMO-38_contigs.fa	100	85.36	Immune modulation	gndA	  NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]
MMO-38_contigs.fa	98.52	82.33	Motility	fliQ	  flagellar export apparatus protein FliQ [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	86.86	83.93	Motility	fliP	  flagellar type III secretion system pore protein FliP [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
MMO-38_contigs.fa	99.76	84.75	Motility	fliN	  flagellar motor switch protein FliN [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
MMO-38_contigs.fa	100	84.58	Motility	fliM	  flagellar motor switch protein FliM [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	99.13	81.57	Motility	fliI	  flagellum-specific ATP synthase FliI [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
MMO-38_contigs.fa	100	88.49	Motility	fliG	  flagellar motor switch protein FliG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	97.78	80.19	Motility	fliE	  flagellar hook-basal body complex protein FliE [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
MMO-38_contigs.fa	100	87.22	Motility	fliA	  RNA polymerase sigma factor FliA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	99.63	83.83	Motility	tcyJ	  cystine ABC transporter substrate-binding protein [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
MMO-38_contigs.fa	99.15	85	Motility	flhC	  regulator of flagellar biosynthesis [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	100	83.9	Motility	motA	  flagellar motor stator protein MotA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	99.8	82.31	Motility	cheW	  chemotaxis protein CheW [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	100	81.31	Motility	cheR	  chemotaxis protein-glutamate O-methyltransferase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	100	83.14	Motility	cheB	  chemotaxis response regulator protein-glutamate methylesterase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	100	84.87	Motility	cheY	  two-component system response regulator [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	99.38	82.06	Motility	cheZ	  protein phosphatase CheZ [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	100	82.54	Motility	flhA	  flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	100	86.98	Effector delivery system	clpV	  ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
MMO-38_contigs.fa	99.8	90.23	Regulation	rpoS	  RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	100	81.48	Motility	flgC	  flagellar basal body rod protein FlgC [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
MMO-38_contigs.fa	100	87.1	Motility	flgG	  flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	99.71	80.31	Motility	flgH	  flagellar basal body L-ring protein FlgH [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]
MMO-38_contigs.fa	100	81.33	Regulation	phoP	  response regulator in two-component regulatory system with PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
MMO-38_contigs.fa	99.76	80.62	Adherence	csgG	  curli production assembly/transport protein CsgG [Agf (VF0103) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7]
MMO-38_contigs.fa	99.04	85.47	Adherence	ompA	  porin OmpA [Z1307 (VF1158) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]
MMO-41_contigs.fa	100	99.32	Adherence	tapV	  type IV pilus assembly protein TapV [Tap type IV pili (VF0475) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	99.91	87.33	Effector delivery system	ascU	  AscU [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas hydrophila str. AH3]
MMO-41_contigs.fa	99.87	84.68	Effector delivery system	ascT	  Type III secretion system inner membrane export apparatus protein AscT [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	100	89.14	Effector delivery system	ascS	  AscS [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas hydrophila str. AH3]
MMO-41_contigs.fa	99.85	91.73	Effector delivery system	ascR	  Type III secretion system inner membrane export apparatus protein AscR [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	99.57	81.96	Effector delivery system	ascO	  Type III secretion system protein AscO [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	100	85.86	Effector delivery system	ascN	  AscN [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas hydrophila str. AH3]
MMO-41_contigs.fa	100	81.68	Effector delivery system	aopN	  AopN secretion control of translocators and immune suppressor [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	100	83.33	Effector delivery system	acr1	  Type III secretion system gatekeeper subunit  [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	99.4	86.73	Effector delivery system	ascV	  AscV [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas hydrophila str. AH3]
MMO-41_contigs.fa	99.63	81.2	Effector delivery system	exsA	  ExsA [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas hydrophila str. AH3]
MMO-41_contigs.fa	98.76	82.22	Effector delivery system	ascC	  Type III secretion system OM ring protein AscC [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	100	85.92	Effector delivery system	ascE	  chaperone protein [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	84.88	83.11	Effector delivery system	ascF	  Type III secretion system needle complex subunit AscF [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	100	84.66	Effector delivery system	ascI	  AscI [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas hydrophila str. AH3]
MMO-41_contigs.fa	100	83.13	Effector delivery system	ascJ	  AscJ [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas hydrophila str. AH3]
MMO-41_contigs.fa	87.54	81.54	Effector delivery system	ascL	  AscL [T3SS (VF0479) - Effector delivery system (VFC0086)] [Aeromonas hydrophila str. AH3]
MMO-41_contigs.fa	100	97.94	Motility	motY	  sodium-type flagellar protein MotY [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	94.81	Nutritional/Metabolic factor	amoA	  isochorismate synthases [Amonabactin (VF0649) - Nutritional/Metabolic factor (VFC0272)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	98.5	Motility	flmH	  short chain dehydrogenase/reductase family oxidoreductase [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	88.09	Nutritional/Metabolic factor	ASA_RS16580	  heme ABC transporter ATP-binding protein [Heme uptake system (VF0650) - Nutritional/Metabolic factor (VFC0272)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	100	89.05	Nutritional/Metabolic factor	ASA_RS16575	  iron ABC transporter permease [Heme uptake system (VF0650) - Nutritional/Metabolic factor (VFC0272)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	100	89.52	Nutritional/Metabolic factor	ASA_RS16570	  ABC transporter substrate-binding protein [Heme uptake system (VF0650) - Nutritional/Metabolic factor (VFC0272)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	100	90.45	Nutritional/Metabolic factor	hutX	  heme utilization cystosolic carrier protein HutX [Heme uptake system (VF0650) - Nutritional/Metabolic factor (VFC0272)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	100	90.86	Nutritional/Metabolic factor	hutZ	  heme utilization protein HutZ [Heme uptake system (VF0650) - Nutritional/Metabolic factor (VFC0272)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	99.51	86.35	Nutritional/Metabolic factor	ASA_RS16555	  hypothetical protein [Heme uptake system (VF0650) - Nutritional/Metabolic factor (VFC0272)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	100	83.15	Nutritional/Metabolic factor	ASA_RS16550	  cysteine hydrolase [Heme uptake system (VF0650) - Nutritional/Metabolic factor (VFC0272)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	97.36	81.81	Nutritional/Metabolic factor	ASA_RS16545	  ChaN family lipoprotein [Heme uptake system (VF0650) - Nutritional/Metabolic factor (VFC0272)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	99.9	88.72	Nutritional/Metabolic factor	ASA_RS16540	  TonB-dependent hemoglobin/transferrin/lactoferrin family receptor [Heme uptake system (VF0650) - Nutritional/Metabolic factor (VFC0272)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	100	95.76	Effector delivery system	hcp1	  HcpA-like protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	99.85	92.54	Effector delivery system	vgrG2	  VgrG protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	95.83	Effector delivery system	AHA_RS09305	  type VI secretion system PAAR protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	97.76	Effector delivery system	atsS	  Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	96.67	Effector delivery system	vasK/icmF	  Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	94.81	Effector delivery system	atsQ	  Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	95.88	Effector delivery system	atsP	  Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	97.01	Effector delivery system	vasH	  sigma-54 dependent transcriptional regulator [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	95.61	Effector delivery system	clpB	  type VI secretion system ATPase ClpV1 [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	98.33	Effector delivery system	dotU	  Type VI secretion system protein DotU [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	94.76	Effector delivery system	atsL	  Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	98.45	Effector delivery system	atsK	  Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	97.12	Effector delivery system	atsJ	  Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	96.2	Effector delivery system	atsI	  Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	97.17	Effector delivery system	atsH	  Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	95.6	Effector delivery system	atsG	  Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	93.64	Effector delivery system	vipB	  Type VI secretion system contractile sheath large subunit TssC/VipB [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	93.06	Effector delivery system	vipA	  Type VI secretion system contractile sheath small subunit TssB/VipA [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	90.83	83.65	Effector delivery system	atsD	  Type VI secretion system protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	86.92	92.11	Effector delivery system	vgrG2	  VgrG protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	97.3	Effector delivery system	hcp	  hemolysin co-regulated protein [T6SS (VF0480) - Effector delivery system (VFC0086)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	99.77	85.97	Motility	pomB2	  flagellar motor protein MotB [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	100	99.87	Adherence	tapF	  type IV pilus biogenesis/stability protein pilW-like [Tap type IV pili (VF0475) - Adherence (VFC0001)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	98.74	Motility	fliE	  flagellar hook-basal body complex protein FliE [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	98.54	Motility	fliF	  flagellar MS-ring protein [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	99.25	Motility	fliG	  flagellar motor switch protein G [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	98.76	Motility	fliH	  flagellar assembly protein FliH [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	98.42	Motility	fliI	  flagellum-specific ATP synthase [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	98.19	Motility	fliJ	  flagellar export protein FliJ [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	99.54	94.17	Motility	fliK	  flagellar hook-length control protein FliK [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	98.84	Motility	fliL	  flagellar basal body-associated protein FliL [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	97.57	Motility	fliM	  flagellar motor switch protein FliM [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	97.71	Motility	fliN	  flagellar motor switch protein FliN [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	95.31	Motility	fliO	  flagellar biosynthesis protein FliO [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	98.97	Motility	fliP	  flagellar biosynthesis protein FliP [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	98.15	Motility	fliQ	  flagellar biosynthetic protein FliQ [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	98.11	Motility	fliR	  flagellar biosynthesis protein FliR [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	97.35	Motility	flhB	  flagellar biosynthetic protein FlhB [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	98.29	Motility	flhA	  flagellar biosynthesis protein FlhA [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	97.68	Motility	flhF	  flagellar biosynthesis protein FlhF [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	98.74	Motility	flhG	  CobQ/CobB/MinD/ParA family protein [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	99.31	Motility	fliA	  flagellar biosynthesis sigma factor [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	99.48	Motility	cheY	  chemotaxis protein CheY [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	99.33	Motility	cheZ	  chemotaxis protein CheZ [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	96.89	Motility	cheA-2	  chemotaxis protein CheA [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	97.13	Motility	cheB-2	  chemotaxis-specific methylesterase [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	96.21	Motility	motA	  chemotaxis protein MotA [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	97.41	Motility	pomB	  ompA family protein [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	97.99	Motility	AHML_RS07540	  CobQ/CobB/MinD/ParA family protein [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	98.28	Motility	cheW	  chemotaxis protein CheW [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	98.16	Motility	cheW-2	  chemotaxis protein CheW [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	98.12	Exotoxin	ahh1	  extracellular heat-labile hemolysin [Extracellular hemolysin AHH1 (VF0645) - Exotoxin (VFC0235)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	97.54	Motility	flrA	  FleQ protein [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	97.49	Motility	flrB	  two-component sensor kinase [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	97.17	Motility	flrC	  transcriptional activator [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
MMO-41_contigs.fa	100	98.86	Exotoxin	hlyA	  Hemolysin A [Hemolysin HlyA (VF0646) - Exotoxin (VFC0235)] [Aeromonas hydrophila ML09-119]
MMO-41_contigs.fa	100	86.77	Motility	fliNL	  FliNL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	100	83.54	Motility	fliP	  flagellar biosynthesis protein FliP [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	99.29	83.93	Motility	fliQL	  FliQL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	100	83.53	Motility	lfiR	  lateral flagellar biosynthetic protein LfiR [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	100	87.95	Motility	flhBL	  FlhBL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	100	83.81	Motility	flhAL	  FlhAL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	100	82.14	Motility	lafK	  LafK [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	100	88.69	Motility	fliEL	  FliEL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	99.94	84.39	Motility	fliFL	  FliFL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	100	86.59	Motility	fliGL	  FliGL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	100	80.81	Motility	fliHL	  FliHL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	99.25	82	Motility	fliIL	  FliIL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	100	82.61	Motility	lfgM	  lateral flagella anti-sigma-28 factor LfgM [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas salmonicida subsp. salmonicida A449]
MMO-41_contigs.fa	98.97	88.86	Motility	flgBL	  FlgBL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	100	84.74	Motility	flgCL	  FlgCL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	100	86.21	Motility	flgDL	  FlgDL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	99.92	86.53	Motility	flgEL	  FlgEL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	99.73	83.9	Motility	flgFL	  FlgFL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
MMO-41_contigs.fa	97.71	84.92	Motility	flgGL	  FlgGL [Lateral flagella (VF0474) - Motility (VFC0204)] [Aeromonas hydrophila str. AH-3]
