internal_id	seq_run	seq_sumission_date	data_return_date	internal_date_isolate_received	source_lab	isolation_date	sample_location	sample_location_lat	sample_location_lon	sample_source	lab_field_derived	host_species_non_mosquito	life_stage_non_mosquito	sex_non_mosquito	tissue_non_mosquito	mosquito_species	mosquito_strain_lab*	mosquito_life_stage	mosquito_sex	mosquito_female_feeding_status	mosquito_tissue	confirmed_growth_media	confirmed_growth_temp	completeness	contamination	genome_size_bp	number_contigs	mean_contig_length_bp	longest_contig_bp	gc	number_predicted_genes	n50	total_reads	avg_coverage	gtdb_domain	gtdb_parent	gtbd_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	fastani_reference	fastani_ani...45	fastani_af...46	fastani_ani...49	fastani_af...50	assembly_accession	WGS	BioSample
HN100	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	25-Jun-21	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LB	28	99.07	0.04	4821613	80	60270	728456	56	4515	281973	3790533	117	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii	GCF_001729805.1	98.3	0.9	98.3	0.9	GCA_037151475.1	JBBCOC000000000	SAMN37642659
HN105	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	25-Jun-21	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LB	28	99.93	2.03	4631744	103	44968	623276	37.9	4372	226098	3097618	99	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter bereziniae	GCF_000368925.1	97.78	0.88	97.78	0.88	GCA_037151495.1	JBBCOD000000000	SAMN37642660
HN109	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	28-Jun-21	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	blood_fed	midgut	R2A	28	99.07	0.04	4772749	84	56818	728456	56	4468	281973	3318769	103	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii	GCF_001729805.1	98.33	0.91	98.33	0.91	GCA_037151395.1	JBBCOE000000000	SAMN37642661
HN110	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	28-Jun-21	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	blood_fed	midgut	R2A	28	99.07	0.04	4854272	83	58485	763110	56	4562	281973	3852977	118	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii	GCF_001729805.1	98.29	0.9	98.29	0.9	GCA_037151375.1	JBBCOF000000000	SAMN37642662
HN117	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	01-Jul-21	"Athens,GA,USA;North_America"	33.948006	-83.377319	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	UGAL	adults	female	blood_fed	whole_body	BHI	28	99.8	0	5466773	81	67491	895517	59.6	5118	249019	6269093	169	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei	GCF_016742975.1	98.66	0.89	98.66	0.89	GCA_037151335.1	JBBCOG000000000	SAMN37642643
HN118	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	01-Jul-21	"Athens,GA,USA;North_America"	33.948006	-83.377319	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	UGAL	adults	female	blood_fed	whole_body	TSA	28	99.81	0	5506515	82	67152	895517	59.4	5153	249017	5478969	147	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei	GCF_016742975.1	98.65	0.88	98.65	0.88	GCA_037151355.1	JBBCOH000000000	SAMN37642644
HN119	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	01-Jul-21	"Athens,GA,USA;North_America"	33.948006	-83.377319	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	UGAL	adults	female	blood_fed	whole_body	TSA	28	99.8	0	5506321	76	72451	895517	59.4	5155	360078	6262612	168	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei	GCF_016742975.1	98.65	0.89	98.65	0.89	GCA_037151385.1	JBBCOI000000000	SAMN37642645
HN120	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	01-Jul-21	"Athens,GA,USA;North_America"	33.948006	-83.377319	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	UGAL	eggs	unk	NA	NA	BHI	28	99.97	0.33	4597730	70	65681	1948661	56	4255	734205	5854056	188	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B	GCF_007035645.1	98.53	0.95	98.53	0.95	GCA_037151255.1	JBBCOJ000000000	SAMN37642646
HN121	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	01-Jul-21	"Athens,GA,USA;North_America"	33.948006	-83.377319	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	UGAL	adults	female	non_blood_fed	whole_body	BHI	28	99.69	0.28	3217837	31	103801	671633	43.2	2961	418029	4589594	211	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter soli	GCF_000760595.1	98.41	0.94	98.41	0.94	GCA_037151315.1	JBBCOK000000000	SAMN37642647
HN122	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	01-Jul-21	"Athens,GA,USA;North_America"	33.948006	-83.377319	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	UGAL	eggs	unk	NA	NA	BHI	28	99.69	0.28	3318459	50	66369	707013	43.1	3072	381431	5063210	226	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter soli	GCF_000760595.1	98.28	0.93	98.28	0.93	GCA_037151275.1	JBBCOL000000000	SAMN37642648
HN123	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	01-Jul-21	"Athens,GA,USA;North_America"	33.948006	-83.377319	mosquito	lab	NA	NA	NA	NA	Aedes_atropalpus	Rockpool	larvae	unk	NA	whole_body	R2A	28	99.96	0.55	3850815	58	66393	1196043	38.4	3782	480648	3457592	133	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter modestus	GCF_014636095.1	96.91	0.9	96.91	0.9	GCA_037151235.1	JBBCOM000000000	SAMN37642649
HN124	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	01-Jul-21	"Athens,GA,USA;North_America"	33.948006	-83.377319	mosquito	lab	NA	NA	NA	NA	Aedes_atropalpus	Rockpool	larvae	unk	NA	whole_body	BHI	28	99.97	0.33	4698706	86	54636	1847867	55.9	4386	734205	3964242	125	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B	GCF_007035645.1	98.43	0.95	98.43	0.95	GCA_037151295.1	JBBCON000000000	SAMN37642650
HN125	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	01-Jul-21	"Athens,GA,USA;North_America"	33.948006	-83.377319	mosquito	lab	NA	NA	NA	NA	Aedes_atropalpus	Rockpool	larvae	unk	NA	whole_body	BHI	28	99.97	0.33	4697227	78	60220	1643138	55.9	4384	836167	4395631	138	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B	GCF_007035645.1	98.42	0.95	98.42	0.95	GCA_037151195.1	JBBCOO000000000	SAMN37642651
HN126	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	01-Jul-21	"Athens,GA,USA;North_America"	33.948006	-83.377319	mosquito	lab	NA	NA	NA	NA	Aedes_atropalpus	Rockpool	larvae	unk	NA	whole_body	R2A	28	99.96	0.55	3849786	51	75486	1196642	38.4	3782	751150	3877152	149	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter modestus	GCF_014636095.1	96.95	0.9	96.95	0.9	GCA_037151215.1	JBBCOP000000000	SAMN37642652
HN127	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	01-Jul-21	"Athens,GA,USA;North_America"	33.948006	-83.377319	mosquito	lab	NA	NA	NA	NA	Aedes_atropalpus	Rockpool	larvae	unk	NA	whole_body	R2A	28	99.96	0.55	3848392	50	76967	1195390	38.3	3784	750298	3881301	143	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter modestus	GCF_014636095.1	96.93	0.9	96.93	0.9	GCA_037151155.1	JBBCOQ000000000	SAMN37642653
HN128	UW-1	29-Sep-21	01-Nov-21	NA	Coon_Kerri	21-Jul-21	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Thai	adults	female	non_blood_fed	midgut	YPD	28	99.5	0	3715003	85	43705	489182	60.3	3435	353636	4941656	197	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Asaia	Asaia sp003994335	GCF_003994335.1	99.99	0.96	99.99	0.96	GCA_037151175.1	JBBCOR000000000	SAMN37642654
HN132	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	19-Aug-21	"Lansing,IL,USA;North_America"	41.565785	-87.545791	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	99.96	0.55	3621917	98	36958	500870	38.4	3522	273786	10608924	436	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter modestus	GCF_014636095.1	97.04	0.87	97.04	0.87	GCA_037151135.1	JBBCOS000000000	SAMN37642663
HN151	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	19-Aug-21	"Lansing,IL,USA;North_America"	41.565785	-87.545791	mosquito	field	NA	NA	NA	NA	Aedes_triseriatus	Iowa	larvae	unk	NA	whole_body	R2A	28	99.94	0.06	6108733	240	25453	769468	53.6	5793	424892	3473584	84	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia_A	Serratia_A fonticola	GCF_001006005.1	95.53	0.83	95.53	0.83	GCA_037151105.1	JBBCOT000000000	SAMN37642664
HN157	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	27-Aug-21	"Lansing,IL,USA;North_America"	41.565785	-87.545791	mosquito	field	NA	NA	NA	NA	Aedes_triseriatus	Iowa	larvae	unk	NA	whole_body	R2A	28	99.94	0.06	6109119	247	24733	769353	53.6	5789	369436	3904685	95	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia_A	Serratia_A fonticola	GCF_001006005.1	95.56	0.83	95.56	0.83	GCA_037151095.1	JBBCOU000000000	SAMN37642665
HN162	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	27-Aug-21	"Lansing,IL,USA;North_America"	41.565785	-87.545791	mosquito_larval_water	field	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	100	0.07	5986419	138	43379	879857	55.1	5565	395796	3534291	87	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	GCF_001598695.1	99.36	0.96	99.36	0.96	GCA_037151075.1	JBBCOV000000000	SAMN37642666
HN166	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	27-Aug-21	"Lansing,IL,USA;North_America"	41.565785	-87.545791	mosquito	field	NA	NA	NA	NA	Aedes_triseriatus	Iowa	larvae	unk	NA	whole_body	BHI	28	100	0.45	5675602	155	36616	2560301	55.1	5356	540069	4087529	107	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia liquefaciens	GCF_000422085.1	98.77	0.94	98.77	0.94	GCA_037151055.1	JBBCOW000000000	SAMN37642667
HN173	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	27-Aug-21	"Lansing,IL,USA;North_America"	41.565785	-87.545791	mosquito	field	NA	NA	NA	NA	Aedes_triseriatus	Iowa	larvae	unk	NA	whole_body	BHI	28	99.94	0.06	6065785	260	23329	769466	53.7	5745	350391	3032041	74	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia_A	Serratia_A fonticola	GCF_001006005.1	95.51	0.84	95.51	0.84	GCA_037150995.1	JBBCOX000000000	SAMN37642668
HN176	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	21-Jul-21	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	99.07	0.04	4772967	86	55499	496774	56	4472	281973	3475908	108	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii	GCF_001729805.1	98.31	0.91	98.31	0.91	GCA_037151035.1	JBBCOY000000000	SAMN37642669
HN178	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	21-Jul-21	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito_larval_water	lab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2A	28	99.99	0.94	5026812	99	50775	404862	54.6	4747	219655	3375325	100	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545	GCF_000277545.1	98.82	0.95	98.82	0.95	GCA_037151005.1	JBBCOZ000000000	SAMN37642670
HN182	UW-2	07-Jul-22	19-Aug-22	NA	Coon_Kerri	31-Aug-21	"Madison,WI,USA;North_America"	43.075	-89.417	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	R2A	28	99.75	0.25	3465209	31	111780	818661	59.7	3150	531842	5214096	223	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Asaia	Asaia bogorensis	GCF_001547995.1	96.47	0.94	96.47	0.94	GCA_037150925.1	JBBCPA000000000	SAMN37642671
CR11	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	19-Jun-24	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	whole_body	LB	30	99.38	0.65	2219645	49	45298	989688	31.4	2158	800477	471350	42	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus hominis	GCF_002901845.1	99.08	0.95	99.08	0.95	GCA_037150915.1	JBBCPB000000000	SAMN37642683
CR41	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	19-Jun-24	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	whole_body	LB	30	99.11	0.37	2578191	149	17303	340121	32	2505	96436	1161132	63	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	GCF_006742205.1	99.34	0.94	99.34	0.94	GCA_037150895.1	JBBCPC000000000	SAMN37642686
CR42	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	19-Jun-24	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	whole_body	LB	30	99.11	0.37	2579930	216	11944	197956	32	2541	61727	572539	30	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	GCF_006742205.1	99.32	0.92	99.32	0.92	GCA_037150975.1	JBBCPD000000000	SAMN37642687
LB11	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	23-Feb-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Thai2	adults	female	non_blood_fed	whole_body	LB	37	100	0	3959673	108	36663	305744	36.3	3666	212814	951008	34	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia meningoseptica	GCF_000367325.1	98.53	0.94	98.53	0.94	GCA_037150955.1	JBBCPE000000000	SAMN37642689
LB12	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	24-Feb-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Thai2	adults	female	non_blood_fed	whole_body	LB	37	99.49	1.26	3943447	67	58857	915849	68.8	3843	305710	647398	30	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	NA	N/A	N/A	N/A	N/A	N/A	GCA_037150835.1	JBBCPF000000000	SAMN37642690
LB14	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	24-Feb-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Thai2	adults	female	non_blood_fed	whole_body	LB	30	98.86	3.62	5359798	671	7987	96332	35.2	5856	18586	600551	16	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus	GCF_000007825.1	98.78	0.94	98.78	0.94	GCA_037150855.1	JBBCPG000000000	SAMN37642691
LB15	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	24-Feb-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Thai2	adults	female	non_blood_fed	whole_body	LB	30	100	0	3960468	233	16997	136018	36.3	3757	50953	539834	18	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia meningoseptica	GCF_000367325.1	98.47	0.93	98.47	0.93	GCA_037150875.1	JBBCPH000000000	SAMN37642692
LB16	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	24-Feb-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Thai2	adults	female	non_blood_fed	whole_body	LB	30	99.33	1.01	3809670	210	18141	184307	68.9	3803	47474	409137	17	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	NA	N/A	N/A	N/A	N/A	N/A	GCA_037150815.1	JBBCPI000000000	SAMN37642693
LB26	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	23-Feb-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Thai2	adults	female	non_blood_fed	whole_body	LB	37	100	0	3960380	77	51433	311517	36.3	3650	213008	401850	20	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia meningoseptica	GCF_000367325.1	98.5	0.94	98.5	0.94	GCA_037150795.1	JBBCPJ000000000	SAMN37642696
M50	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	23-Nov-24	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	LB	30	99.53	0.33	4781054	237	20173	111135	56	4661	41271	652492	20	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia sp002902985	GCF_002902985.1	98.48	0.92	98.48	0.92	GCA_037150775.1	JBBCPK000000000	SAMN37642700
M51	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	23-Nov-24	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	LB	30	99.73	0	3887145	105	37020	394588	38.7	3660	234464	721923	32	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter nosocomialis	GCF_000368085.1	98	0.93	98	0.93	GCA_037150735.1	JBBCPL000000000	SAMN37642701
S242	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	23-Jun-24	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_albopictus	Galveston	adults	female	non_blood_fed	whole_body	LB	30	99.97	0.58	4805224	197	24392	574050	61.2	4397	160349	753915	23	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila	GCF_000014805.1	96.44	0.92	96.44	0.92	GCA_037150755.1	JBBCPM000000000	SAMN37642702
S315	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	23-Aug-24	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Galveston	adults	female	non_blood_fed	whole_body	LB	30	100	3.81	3603241	808	4459	34163	40.3	3968	9199	467073	18	Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Oceanobacillus	Oceanobacillus massiliensis	GCF_000285495.1	98.66	0.91	98.66	0.91	GCA_037150715.1	JBBCPN000000000	SAMN37642703
VD1	LSTM-1	NA	FAILED	NA	Hughes_Grant/Heinz_Eva	10-Jun-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Thai2	adults	female	non_blood_fed	whole_body	GYP	37	100	0	2727067	6	454511	1166456	67	2439	797071	521050	35	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Leucobacter	NA	N/A	N/A	N/A	N/A	N/A	GCA_037150695.1	JBBCPO000000000	SAMN37705115
VD11	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	01-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	eggs	unk	NA	NA	GYP	37	98.4	2.4	4582444	275	16663	143686	54	4443	32766	379484	14	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter	Atlantibacter hermannii	GCA_900635495.1	98.71	0.93	98.71	0.93	GCA_037150655.1	JBBCPP000000000	SAMN37642705
VD12	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	01-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	eggs	unk	NA	NA	GYP	37	100	0.97	5110631	217	23551	257770	54.7	4878	60067	529506	17	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	GCF_000025565.1	98.52	0.91	98.52	0.91	GCA_037150375.1	JBBCPQ000000000	SAMN37642706
VD14	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	01-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	eggs	unk	NA	NA	GYP	30	99.73	0	3882383	110	35294	536355	38.7	3661	216309	586031	25	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter nosocomialis	GCF_000368085.1	97.99	0.93	97.99	0.93	GCA_037150355.1	JBBCPR000000000	SAMN37642707
VD15	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	01-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	eggs	unk	NA	NA	LB	37	99.13	2	5559710	232	23964	202263	62.3	5256	50469	549747	16	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E juntendi	GCF_009932375.1	97.87	0.8	97.87	0.8	GCA_037150255.1	JBBCPS000000000	SAMN37642708
VD18	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	01-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	eggs	unk	NA	NA	LB	30	98.87	2.73	5535852	354	15638	99818	62.3	5301	28771	496145	14	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E juntendi	GCF_009932375.1	97.86	0.78	97.86	0.78	GCA_037150315.1	JBBCPT000000000	SAMN37642710
VD19	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	LB	30	99.99	0.39	4887268	152	32153	408570	54.8	4634	166958	642809	22	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545	GCF_000277545.1	98.77	0.94	98.77	0.94	GCA_037150275.1	JBBCPU000000000	SAMN37642711
VD20	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	LB	30	99.66	0.5	4893156	232	21091	186255	54.8	4700	73946	525515	17	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545	GCF_000277545.1	98.77	0.93	98.77	0.93	GCA_037150265.1	JBBCPV000000000	SAMN37642712
VD21	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	LB	30	99.92	0.78	4833701	200	24168	299277	54.8	4647	65107	571772	18	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545	GCF_000277545.1	98.79	0.94	98.79	0.94	GCA_037150335.1	JBBCPW000000000	SAMN37642713
VD22	LSTM-1	NA	24-Jan-22	NA	Hughes_Grant/Heinz_Eva	10-Jul-21	"Liverpool_L3_5QA,UK;Europe"	53.408647	-2.969825	mosquito	lab	NA	NA	NA	NA	Aedes_aegypti	Liverpool	adults	female	non_blood_fed	midgut	LB	30	99.99	0.39	4888493	98	49882	1256454	54.8	4612	291082	981861	35	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	Cedecea sp000277545	GCF_000277545.1	98.77	0.95	98.77	0.95	GCA_037150195.1	JBBCPX000000000	SAMN37642714
