#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
USHLN157_contigs.fa	contig00045	5887	7575	-	VFG049179(gb|WP_042934081)	1-1689/1689	===============	0/0	100.00	99.23	VFDB_full		VFG049179(gb|WP_042934081) (ompA) OmpA family protein [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN157_contigs.fa	contig00045	7572	8237	-	VFG049183(gb|WP_014838268)	1-666/666	===============	0/0	100.00	98.95	VFDB_full		VFG049183(gb|WP_014838268) (dotU) type VI secretion system protein TssL short form [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN157_contigs.fa	contig00046	142	1482	+	VFG048646(gb|WP_014838714)	1-1341/1341	===============	0/0	100.00	99.33	VFDB_full		VFG048646(gb|WP_014838714) (vasE/tssK) type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN157_contigs.fa	contig00046	1479	2171	+	VFG048657(gb|WP_014838713)	1-690/690	========/======	1/3	100.00	98.12	VFDB_full		VFG048657(gb|WP_014838713) (dotU/tssL) type VI secretion system protein DotU/TssL family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN157_contigs.fa	contig00046	2168	3880	+	VFG048669(gb|WP_014229669)	1-1713/1713	===============	0/0	100.00	98.89	VFDB_full		VFG048669(gb|WP_014229669) (ompA) OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN157_contigs.fa	contig00046	3885	4376	+	VFG048679(gb|WP_014838711)	1-492/492	===============	0/0	100.00	99.80	VFDB_full		VFG048679(gb|WP_014838711) (hcp/tssD) type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN157_contigs.fa	contig00046	5049	7544	+	VFG048707(gb|WP_015958246)	25-2520/2520	========/======	2/6	98.93	82.91	VFDB_full		VFG048707(gb|WP_015958246) (vgrG/tssI) type VI secretion system tip protein VgrG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]	
USHLN157_contigs.fa	contig00082	1	419	-	VFG048624(gb|WP_014229069)	1-419/492	=============..	0/0	85.16	99.76	VFDB_full		VFG048624(gb|WP_014229069) (vipA/tssB) type VI secretion system contractile sheath small subunit VipA [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN158_contigs.fa	contig00001	136215	137555	+	VFG048646(gb|WP_014838714)	1-1341/1341	===============	0/0	100.00	87.17	VFDB_full		VFG048646(gb|WP_014838714) (vasE/tssK) type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN158_contigs.fa	contig00001	137552	138241	+	VFG048657(gb|WP_014838713)	1-690/690	===============	0/0	100.00	87.54	VFDB_full		VFG048657(gb|WP_014838713) (dotU/tssL) type VI secretion system protein DotU/TssL family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN158_contigs.fa	contig00001	138238	139944	+	VFG048669(gb|WP_014229669)	1-1713/1713	========/======	1/6	99.65	83.65	VFDB_full		VFG048669(gb|WP_014229669) (ompA) OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN158_contigs.fa	contig00001	139948	140435	+	VFG048679(gb|WP_014838711)	1-488/492	===============	0/0	99.19	90.57	VFDB_full		VFG048679(gb|WP_014838711) (hcp/tssD) type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN158_contigs.fa	contig00001	143456	145694	+	VFG048707(gb|WP_015958246)	25-2263/2520	==============.	0/0	88.85	82.85	VFDB_full		VFG048707(gb|WP_015958246) (vgrG/tssI) type VI secretion system tip protein VgrG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]	
USHLN158_contigs.fa	contig00001	153690	156775	+	VFG048749(gb|WP_014229651)	373-3458/3471	.==============	0/0	88.91	85.68	VFDB_full		VFG048749(gb|WP_014229651) (icmF/tssM) type VI secretion protein TssM [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN158_contigs.fa	contig00001	158431	160185	+	VFG048765(gb|WP_014229648)	1-1755/1755	===============	0/0	100.00	88.89	VFDB_full		VFG048765(gb|WP_014229648) (tssF) type VI secretion system baseplate subunit TssF [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN158_contigs.fa	contig00001	160149	161233	+	VFG048773(gb|WP_014229647)	1-1085/1086	===============	0/0	99.91	85.53	VFDB_full		VFG048773(gb|WP_014229647) (tssG) type VI secretion system baseplate subunit TssG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN158_contigs.fa	contig00001	161212	161755	+	VFG048782(gb|WP_038423150)	1-544/546	===============	0/0	99.63	82.72	VFDB_full		VFG048782(gb|WP_038423150) (sciN/tssJ) type VI secretion system lipoprotein TssJ [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN158_contigs.fa	contig00001	268711	269324	-	VFG049020(gb|WP_004201684)	11-624/651	===============	0/0	94.32	85.02	VFDB_full		VFG049020(gb|WP_004201684) (rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella variicola At-22]	
USHLN158_contigs.fa	contig00001	412210	413619	+	VFG048968(gb|WP_012541090)	1-1407/1407	========/======	1/3	100.00	80.92	VFDB_full		VFG048968(gb|WP_012541090) (gndA) NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]	
USHLN158_contigs.fa	contig00001	546209	546879	-	VFG002667(gb|WP_002220494)	64-734/741	.==============	0/0	90.55	80.78	VFDB_full		VFG002667(gb|WP_002220494) (fliP) flagellar biosynthetic protein FliP [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pestis CO92]	
USHLN158_contigs.fa	contig00001	547744	548744	-	VFG043114(gb|WP_010904778)	1-1001/1005	========/======	5/8	99.20	81.89	VFDB_full		VFG043114(gb|WP_010904778) (fliM) flagellar motor switch protein FliM [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
USHLN158_contigs.fa	contig00001	551144	552450	-	VFG043059(gb|NP_460925)	1-1316/1371	========/======	9/21	94.89	80.64	VFDB_full		VFG043059(gb|NP_460925) (fliI) flagellum-specific ATP synthase FliI [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN158_contigs.fa	contig00001	553147	554139	-	VFG043108(gb|WP_000067959)	1-996/996	========/======	1/3	99.70	82.63	VFDB_full		VFG043108(gb|WP_000067959) (fliG) flagellar motor switch protein FliG [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
USHLN158_contigs.fa	contig00002	64160	64942	+	VFG043027(gb|NP_460150)	1-783/783	===============	0/0	100.00	80.46	VFDB_full		VFG043027(gb|NP_460150) (flgG) flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN158_contigs.fa	contig00002	187855	188435	+	VFG043045(gb|NP_460881)	5-585/585	========/======	2/2	99.15	81.27	VFDB_full		VFG043045(gb|NP_460881) (flhC) regulator of flagellar biosynthesis [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN158_contigs.fa	contig00002	192533	192989	+	VFG043041(gb|NP_460877)	25-481/504	========/======	4/4	90.28	81.26	VFDB_full		VFG043041(gb|NP_460877) (cheW) chemotaxis protein CheW [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN158_contigs.fa	contig00004	337343	337786	-	VFG000478(gb|NP_459678)	1-438/453	========/======	5/12	96.03	81.43	VFDB_full		VFG000478(gb|NP_459678) (fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN158_contigs.fa	contig00006	353293	354284	+	VFG000477(gb|NP_461845)	2-993/993	===============	0/0	99.90	84.48	VFDB_full		VFG000477(gb|NP_461845) (rpoS) RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN158_contigs.fa	contig00009	48003	48874	-	VFG049320(gb|WP_002910453)	19-890/915	========/======	2/2	95.19	81.33	VFDB_full		VFG049320(gb|WP_002910453) (KPR_RS17005) sugar ABC transporter substrate-binding protein [T6SS-III (VF0784) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432]	
USHLN158_contigs.fa	contig00016	17478	20029	+	VFG049196(gb|WP_004890358)	1-2552/2574	===============	0/0	99.15	82.48	VFDB_full		VFG049196(gb|WP_004890358) (clpV) ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
USHLN159_contigs.fa	contig00001	64093	64875	+	VFG043027(gb|NP_460150)	1-783/783	===============	0/0	100.00	80.46	VFDB_full		VFG043027(gb|NP_460150) (flgG) flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN159_contigs.fa	contig00001	187788	188368	+	VFG043045(gb|NP_460881)	5-585/585	========/======	2/2	99.15	81.27	VFDB_full		VFG043045(gb|NP_460881) (flhC) regulator of flagellar biosynthesis [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN159_contigs.fa	contig00001	192466	192922	+	VFG043041(gb|NP_460877)	25-481/504	========/======	4/4	90.28	81.26	VFDB_full		VFG043041(gb|NP_460877) (cheW) chemotaxis protein CheW [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN159_contigs.fa	contig00004	33850	35190	+	VFG048646(gb|WP_014838714)	1-1341/1341	===============	0/0	100.00	87.17	VFDB_full		VFG048646(gb|WP_014838714) (vasE/tssK) type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN159_contigs.fa	contig00004	35187	35876	+	VFG048657(gb|WP_014838713)	1-690/690	===============	0/0	100.00	87.54	VFDB_full		VFG048657(gb|WP_014838713) (dotU/tssL) type VI secretion system protein DotU/TssL family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN159_contigs.fa	contig00004	35873	37579	+	VFG048669(gb|WP_014229669)	1-1713/1713	========/======	1/6	99.65	83.65	VFDB_full		VFG048669(gb|WP_014229669) (ompA) OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN159_contigs.fa	contig00004	37583	38070	+	VFG048679(gb|WP_014838711)	1-488/492	===============	0/0	99.19	90.57	VFDB_full		VFG048679(gb|WP_014838711) (hcp/tssD) type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN159_contigs.fa	contig00004	41091	43329	+	VFG048707(gb|WP_015958246)	25-2263/2520	==============.	0/0	88.85	82.85	VFDB_full		VFG048707(gb|WP_015958246) (vgrG/tssI) type VI secretion system tip protein VgrG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]	
USHLN159_contigs.fa	contig00004	51325	54410	+	VFG048749(gb|WP_014229651)	373-3458/3471	.==============	0/0	88.91	85.68	VFDB_full		VFG048749(gb|WP_014229651) (icmF/tssM) type VI secretion protein TssM [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN159_contigs.fa	contig00004	56066	57820	+	VFG048765(gb|WP_014229648)	1-1755/1755	===============	0/0	100.00	88.89	VFDB_full		VFG048765(gb|WP_014229648) (tssF) type VI secretion system baseplate subunit TssF [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN159_contigs.fa	contig00004	57784	58868	+	VFG048773(gb|WP_014229647)	1-1085/1086	===============	0/0	99.91	85.53	VFDB_full		VFG048773(gb|WP_014229647) (tssG) type VI secretion system baseplate subunit TssG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN159_contigs.fa	contig00004	58847	59390	+	VFG048782(gb|WP_038423150)	1-544/546	===============	0/0	99.63	82.72	VFDB_full		VFG048782(gb|WP_038423150) (sciN/tssJ) type VI secretion system lipoprotein TssJ [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN159_contigs.fa	contig00004	166346	166959	-	VFG049020(gb|WP_004201684)	11-624/651	===============	0/0	94.32	85.02	VFDB_full		VFG049020(gb|WP_004201684) (rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella variicola At-22]	
USHLN159_contigs.fa	contig00004	309845	311254	+	VFG048968(gb|WP_012541090)	1-1407/1407	========/======	1/3	100.00	80.92	VFDB_full		VFG048968(gb|WP_012541090) (gndA) NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]	
USHLN159_contigs.fa	contig00004	443844	444514	-	VFG002667(gb|WP_002220494)	64-734/741	.==============	0/0	90.55	80.78	VFDB_full		VFG002667(gb|WP_002220494) (fliP) flagellar biosynthetic protein FliP [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pestis CO92]	
USHLN159_contigs.fa	contig00004	445379	446379	-	VFG043114(gb|WP_010904778)	1-1001/1005	========/======	5/8	99.20	81.89	VFDB_full		VFG043114(gb|WP_010904778) (fliM) flagellar motor switch protein FliM [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
USHLN159_contigs.fa	contig00004	448779	450085	-	VFG043059(gb|NP_460925)	1-1316/1371	========/======	9/21	94.89	80.64	VFDB_full		VFG043059(gb|NP_460925) (fliI) flagellum-specific ATP synthase FliI [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN159_contigs.fa	contig00004	450782	451774	-	VFG043108(gb|WP_000067959)	1-996/996	========/======	1/3	99.70	82.63	VFDB_full		VFG043108(gb|WP_000067959) (fliG) flagellar motor switch protein FliG [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
USHLN159_contigs.fa	contig00005	287360	287803	-	VFG000478(gb|NP_459678)	1-438/453	========/======	5/12	96.03	81.43	VFDB_full		VFG000478(gb|NP_459678) (fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN159_contigs.fa	contig00006	353293	354284	+	VFG000477(gb|NP_461845)	2-993/993	===============	0/0	99.90	84.48	VFDB_full		VFG000477(gb|NP_461845) (rpoS) RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN159_contigs.fa	contig00008	185053	185924	+	VFG049320(gb|WP_002910453)	19-890/915	========/======	2/2	95.19	81.33	VFDB_full		VFG049320(gb|WP_002910453) (KPR_RS17005) sugar ABC transporter substrate-binding protein [T6SS-III (VF0784) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432]	
USHLN159_contigs.fa	contig00017	17478	20029	+	VFG049196(gb|WP_004890358)	1-2552/2574	===============	0/0	99.15	82.48	VFDB_full		VFG049196(gb|WP_004890358) (clpV) ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
USHLN160_contigs.fa	contig00001	64093	64875	+	VFG043027(gb|NP_460150)	1-783/783	===============	0/0	100.00	80.46	VFDB_full		VFG043027(gb|NP_460150) (flgG) flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN160_contigs.fa	contig00001	187788	188368	+	VFG043045(gb|NP_460881)	5-585/585	========/======	2/2	99.15	81.27	VFDB_full		VFG043045(gb|NP_460881) (flhC) regulator of flagellar biosynthesis [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN160_contigs.fa	contig00001	192466	192922	+	VFG043041(gb|NP_460877)	25-481/504	========/======	4/4	90.28	81.26	VFDB_full		VFG043041(gb|NP_460877) (cheW) chemotaxis protein CheW [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN160_contigs.fa	contig00004	172047	173039	+	VFG043108(gb|WP_000067959)	1-996/996	========/======	1/3	99.70	82.63	VFDB_full		VFG043108(gb|WP_000067959) (fliG) flagellar motor switch protein FliG [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
USHLN160_contigs.fa	contig00004	173736	175042	+	VFG043059(gb|NP_460925)	1-1316/1371	========/======	9/21	94.89	80.64	VFDB_full		VFG043059(gb|NP_460925) (fliI) flagellum-specific ATP synthase FliI [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN160_contigs.fa	contig00004	177442	178442	+	VFG043114(gb|WP_010904778)	1-1001/1005	========/======	5/8	99.20	81.89	VFDB_full		VFG043114(gb|WP_010904778) (fliM) flagellar motor switch protein FliM [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	
USHLN160_contigs.fa	contig00004	179307	179977	+	VFG002667(gb|WP_002220494)	64-734/741	.==============	0/0	90.55	80.78	VFDB_full		VFG002667(gb|WP_002220494) (fliP) flagellar biosynthetic protein FliP [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pestis CO92]	
USHLN160_contigs.fa	contig00004	312567	313976	-	VFG048968(gb|WP_012541090)	1-1407/1407	========/======	1/3	100.00	80.92	VFDB_full		VFG048968(gb|WP_012541090) (gndA) NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]	
USHLN160_contigs.fa	contig00004	456862	457475	+	VFG049020(gb|WP_004201684)	11-624/651	===============	0/0	94.32	85.02	VFDB_full		VFG049020(gb|WP_004201684) (rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella variicola At-22]	
USHLN160_contigs.fa	contig00004	564431	564974	-	VFG048782(gb|WP_038423150)	1-544/546	===============	0/0	99.63	82.72	VFDB_full		VFG048782(gb|WP_038423150) (sciN/tssJ) type VI secretion system lipoprotein TssJ [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN160_contigs.fa	contig00004	564953	566037	-	VFG048773(gb|WP_014229647)	1-1085/1086	===============	0/0	99.91	85.53	VFDB_full		VFG048773(gb|WP_014229647) (tssG) type VI secretion system baseplate subunit TssG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN160_contigs.fa	contig00004	566001	567755	-	VFG048765(gb|WP_014229648)	1-1755/1755	===============	0/0	100.00	88.89	VFDB_full		VFG048765(gb|WP_014229648) (tssF) type VI secretion system baseplate subunit TssF [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN160_contigs.fa	contig00004	569411	572496	-	VFG048749(gb|WP_014229651)	373-3458/3471	.==============	0/0	88.91	85.68	VFDB_full		VFG048749(gb|WP_014229651) (icmF/tssM) type VI secretion protein TssM [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN160_contigs.fa	contig00004	580492	582730	-	VFG048707(gb|WP_015958246)	25-2263/2520	==============.	0/0	88.85	82.85	VFDB_full		VFG048707(gb|WP_015958246) (vgrG/tssI) type VI secretion system tip protein VgrG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]	
USHLN160_contigs.fa	contig00004	585751	586238	-	VFG048679(gb|WP_014838711)	1-488/492	===============	0/0	99.19	90.57	VFDB_full		VFG048679(gb|WP_014838711) (hcp/tssD) type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN160_contigs.fa	contig00004	586242	587948	-	VFG048669(gb|WP_014229669)	1-1713/1713	========/======	1/6	99.65	83.65	VFDB_full		VFG048669(gb|WP_014229669) (ompA) OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN160_contigs.fa	contig00004	587945	588634	-	VFG048657(gb|WP_014838713)	1-690/690	===============	0/0	100.00	87.54	VFDB_full		VFG048657(gb|WP_014838713) (dotU/tssL) type VI secretion system protein DotU/TssL family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN160_contigs.fa	contig00004	588631	589971	-	VFG048646(gb|WP_014838714)	1-1341/1341	===============	0/0	100.00	87.17	VFDB_full		VFG048646(gb|WP_014838714) (vasE/tssK) type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN160_contigs.fa	contig00005	287356	287799	-	VFG000478(gb|NP_459678)	1-438/453	========/======	5/12	96.03	81.43	VFDB_full		VFG000478(gb|NP_459678) (fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN160_contigs.fa	contig00006	339	2890	-	VFG049196(gb|WP_004890358)	1-2552/2574	===============	0/0	99.15	82.48	VFDB_full		VFG049196(gb|WP_004890358) (clpV) ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
USHLN160_contigs.fa	contig00006	32643	33634	-	VFG000477(gb|NP_461845)	2-993/993	===============	0/0	99.90	84.48	VFDB_full		VFG000477(gb|NP_461845) (rpoS) RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
USHLN160_contigs.fa	contig00008	185053	185924	+	VFG049320(gb|WP_002910453)	19-890/915	========/======	2/2	95.19	81.33	VFDB_full		VFG049320(gb|WP_002910453) (KPR_RS17005) sugar ABC transporter substrate-binding protein [T6SS-III (VF0784) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432]	
USHLN162_contigs.fa	contig00001	136215	137555	+	VFG048646(gb|WP_014838714)	1-1341/1341	===============	0/0	100.00	87.17	VFDB_full		VFG048646(gb|WP_014838714) (vasE/tssK) type VI secretion system baseplate subunit TssK [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN162_contigs.fa	contig00001	137552	138241	+	VFG048657(gb|WP_014838713)	1-690/690	===============	0/0	100.00	87.54	VFDB_full		VFG048657(gb|WP_014838713) (dotU/tssL) type VI secretion system protein DotU/TssL family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN162_contigs.fa	contig00001	138238	139944	+	VFG048669(gb|WP_014229669)	1-1713/1713	========/======	1/6	99.65	83.65	VFDB_full		VFG048669(gb|WP_014229669) (ompA) OmpA family protein [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN162_contigs.fa	contig00001	139948	140435	+	VFG048679(gb|WP_014838711)	1-488/492	===============	0/0	99.19	90.57	VFDB_full		VFG048679(gb|WP_014838711) (hcp/tssD) type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN162_contigs.fa	contig00001	143456	145694	+	VFG048707(gb|WP_015958246)	25-2263/2520	==============.	0/0	88.85	82.85	VFDB_full		VFG048707(gb|WP_015958246) (vgrG/tssI) type VI secretion system tip protein VgrG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]	
USHLN162_contigs.fa	contig00001	153690	156775	+	VFG048749(gb|WP_014229651)	373-3458/3471	.==============	0/0	88.91	85.68	VFDB_full		VFG048749(gb|WP_014229651) (icmF/tssM) type VI secretion protein TssM [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN162_contigs.fa	contig00001	158431	160185	+	VFG048765(gb|WP_014229648)	1-1755/1755	===============	0/0	100.00	88.89	VFDB_full		VFG048765(gb|WP_014229648) (tssF) type VI secretion system baseplate subunit TssF [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN162_contigs.fa	contig00001	160149	161233	+	VFG048773(gb|WP_014229647)	1-1085/1086	===============	0/0	99.91	85.53	VFDB_full		VFG048773(gb|WP_014229647) (tssG) type VI secretion system baseplate subunit TssG [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718]	
USHLN162_contigs.fa	contig00001	161212	161755	+	VFG048782(gb|WP_038423150)	1-544/546	===============	0/0	99.63	82.72	VFDB_full		VFG048782(gb|WP_038423150) (sciN/tssJ) type VI secretion system lipoprotein TssJ [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686]	
USHLN162_contigs.fa	contig00001	268711	269324	-	VFG049020(gb|WP_004201684)	11-624/651	===============	0/0	94.32	85.02	VFDB_full		VFG049020(gb|WP_004201684) (rcsB) transcriptional regulator RcsB [RcsAB (VF0571) - Regulation (VFC0301)] [Klebsiella variicola At-22]	
USHLN162_contigs.fa	contig00001	412210	413619	+	VFG048968(gb|WP_012541090)	1-1407/1407	========/======	1/3	100.00	80.92	VFDB_full		VFG048968(gb|WP_012541090) (gndA) NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae 342]	
USHLN162_contigs.fa	contig00001	546209	546879	-	VFG002667(gb|WP_002220494)	64-734/741	.==============	0/0	90.55	80.78	VFDB_full		VFG002667(gb|WP_002220494) (fliP) flagellar biosynthetic protein FliP [Flagella (VF0394) - Motility (VFC0204)] [Yersinia pestis CO92]	
