internal_id,seq_run,seq_sumission_date,data_return_date,internal_date_isolate_received,source_lab,isolation_date,sample_location,sample_location_lat,sample_location_lon,sample_source,lab_field_derived,host_species_non_mosquito,life_stage_non_mosquito,sex_non_mosquito,tissue_non_mosquito,mosquito_species,mosquito_strain_lab,mosquito_life_stage,mosquito_sex,mosquito_female_feeding_status,mosquito_tissue,confirmed_growth_media,confirmed_growth_temp,qc_pass,completeness,contamination,genome_size_bp,number_contigs,mean_contig_length_bp,longest_contig_bp,gc,number_predicted_genes,n50,total_reads,avg_coverage,gtdb_domain,gtdb_parent,gtbd_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,fastani_reference,fastani_ani,fastani_af,SR_accession_no,ER_accession_no,fastani_ani,fastani_af,SR_accession_no,ER_accession_no
HN151,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,19-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,NA,NA,NA,NA,Aedes_triseriatus,Iowa,larvae,unk,NA,whole_body,R2A,28,Pass,99.94,0.06,6108733,240,25453,769468,53.6,5793,424892,3473584,84,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.53,0.83,,,95.53,0.83,,
HN157,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,NA,NA,NA,NA,Aedes_triseriatus,Iowa,larvae,unk,NA,whole_body,R2A,28,Pass,99.94,0.06,6109119,247,24733,769353,53.6,5789,369436,3904685,95,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.56,0.83,,,95.56,0.83,,
HN162,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito_larval_water,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R2A,28,Pass,100,0.07,5986419,138,43379,879857,55.1,5565,395796,3534291,87,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,GCF_001598695.1,99.36,0.96,,,99.36,0.96,,
HN166,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,NA,NA,NA,NA,Aedes_triseriatus,Iowa,larvae,unk,NA,whole_body,BHI,28,Pass,100,0.45,5675602,155,36616,2560301,55.1,5356,540069,4087529,107,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,GCF_000422085.1,98.77,0.94,,,98.77,0.94,,
HN173,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,27-Aug-21,"Lansing,IL,USA;North_America",41.565785,-87.545791,mosquito,field,NA,NA,NA,NA,Aedes_triseriatus,Iowa,larvae,unk,NA,whole_body,BHI,28,Pass,99.94,0.06,6065785,260,23329,769466,53.7,5745,350391,3032041,74,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_A,Serratia_A fonticola,GCF_001006005.1,95.51,0.84,,,95.51,0.84,,
HN176,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,21-Jul-21,"Madison,WI,USA;North_America",43.075,-89.417,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R2A,28,Pass,99.07,0.04,4772967,86,55499,496774,56,4472,281973,3475908,108,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii,GCF_001729805.1,98.31,0.91,,,98.31,0.91,,
HN178,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,21-Jul-21,"Madison,WI,USA;North_America",43.075,-89.417,mosquito_larval_water,lab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R2A,28,Pass,99.99,0.94,5026812,99,50775,404862,54.6,4747,219655,3375325,100,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea sp000277545,GCF_000277545.1,98.82,0.95,,,98.82,0.95,,
HN182,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,31-Aug-21,"Madison,WI,USA;North_America",43.075,-89.417,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,midgut,R2A,28,Pass,99.75,0.25,3465209,31,111780,818661,59.7,3150,531842,5214096,223,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Asaia,Asaia bogorensis,GCF_001547995.1,96.47,0.94,,,96.47,0.94,,
AS209,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,17-Jun-22,"Madison,WI,USA;North_America",43.075,-89.417,non_mosquito_Diptera_environment,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MacConkey,28,Pass,99.99,1.05,5219086,127,41095,492818,55.7,4870,203830,3802245,108,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella ornithinolytica,GCF_001598295.1,99.5,0.94,,,99.5,0.94,,
AS212,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,17-Jun-22,"Arlington,WI,USA;North_America",43.338506,-89.376695,non_mosquito_Diptera_host,field,Stomoxys_sp,adults,unk,whole_body,NA,NA,NA,NA,NA,whole_body,BHI,28,Pass,99.92,0.07,4548882,61,74571,1542639,55.4,4207,499122,4233871,138,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei_A,GCF_001729745.1,95.95,0.92,,,95.95,0.92,,
AS214,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,17-Jun-22,"Arlington,WI,USA;North_America",43.338506,-89.376695,non_mosquito_Diptera_host,field,Stomoxys_sp,adults,unk,whole_body,NA,NA,NA,NA,NA,whole_body,MacConkey,28,Pass,99.81,0,5029827,41,122678,2777308,59.8,4664,2777308,3579848,105,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,GCF_017299535.1,98.49,0.95,,,98.49,0.95,,
AS216,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,17-Jun-22,"Madison,WI,USA;North_America",43.075,-89.417,non_mosquito_Diptera_host,field,Stomoxys_sp,adults,unk,whole_body,NA,NA,NA,NA,NA,whole_body,BHI,28,Pass,98.32,0.57,4305480,89,48376,1120944,56.5,4021,747282,4303833,147,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,Pseudescherichia sp002298805,GCF_007680145.1,98.75,0.94,,,98.75,0.94,,
AS218,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,22-Jun-22,"Arlington,WI,USA;North_America",43.338506,-89.376695,non_mosquito_Diptera_host,field,Stomoxys_sp,adults,unk,whole_body,NA,NA,NA,NA,NA,whole_body,BHI,28,Pass,99.44,1.39,2809345,59,47616,1347996,32.6,2638,330405,2970004,157,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus xylosus,GCF_002732165.1,97.81,0.95,,,97.81,0.95,,
AS222,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,22-Jun-22,"Madison,WI,USA;North_America",43.075,-89.417,non_mosquito_Diptera_host,field,Stomoxys_sp,adults,unk,whole_body,NA,NA,NA,NA,NA,whole_body,BHI,28,Pass,99.81,0,5207442,53,98253,1712926,59.9,4800,1225085,4018954,114,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens_K,GCF_002220655.1,99.01,0.95,,,99.01,0.95,,
AS224,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,22-Jun-22,"Arlington,WI,USA;North_America",43.338506,-89.376695,non_mosquito_Diptera_host,field,Stomoxys_sp,adults,unk,whole_body,NA,NA,NA,NA,NA,whole_body,BHI,28,Pass,99.45,2.39,2709902,29,93444,936615,32.5,2682,574332,3216175,177,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,GCF_002901825.1,97.52,0.94,,,97.52,0.94,,
AS230,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,22-Jun-22,"Arlington,WI,USA;North_America",43.338506,-89.376695,non_mosquito_Diptera_host,field,Stomoxys_sp,adults,unk,whole_body,NA,NA,NA,NA,NA,whole_body,MacConkey,28,Pass,100,0.39,5216318,71,73469,1193496,54.9,4883,712980,4133430,117,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,GCF_000215745.1,96.18,0.92,,,96.18,0.92,,
AS231,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,22-Jun-22,"Arlington,WI,USA;North_America",43.338506,-89.376695,non_mosquito_Diptera_host,field,Stomoxys_sp,adults,unk,whole_body,NA,NA,NA,NA,NA,whole_body,MacConkey,28,Pass,99.9,0.07,4685577,110,42596,465200,52.2,4418,201213,4242744,133,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_000006945.2,98.45,0.92,,,98.45,0.92,,
AS234,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,22-Jun-22,"Arlington,WI,USA;North_America",43.338506,-89.376695,non_mosquito_Diptera_host,field,Stomoxys_sp,adults,unk,whole_body,NA,NA,NA,NA,NA,whole_body,MacConkey,28,Pass,100,0,3974261,56,70968,1304351,37.9,3628,247386,3435364,128,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,Proteus cibarius,GCF_011045835.1,99.53,0.92,,,99.53,0.92,,
AS235,UW-2,07-Jul-22,19-Aug-22,NA,Coon_Kerri,22-Jun-22,"Madison,WI,USA;North_America",43.075,-89.417,non_mosquito_Diptera_host,field,Stomoxys_sp,adults,unk,whole_body,NA,NA,NA,NA,NA,whole_body,MacConkey,28,Pass,99.97,0.33,4989989,176,28352,393031,50.6,4759,194987,5480947,163,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_003697165.2,96.7,0.83,,,96.7,0.83,,
CR11,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,Jun-19,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,whole_body,LB,30,Pass,99.38,0.65,2219645,49,45298,989688,31.4,2158,800477,471350,42,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis,GCF_002901845.1,99.08,0.95,,,99.08,0.95,,
CR21,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,Jun-19,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,whole_body,LB,30,Fail,4.64,0,407740,393,1037,7638,66.4,662,1045,522988,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
CR31,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,Jun-19,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,whole_body,LB,30,Fail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
CR41,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,Jun-19,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,whole_body,LB,30,Pass,99.11,0.37,2578191,149,17303,340121,32,2505,96436,1161132,63,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,GCF_006742205.1,99.34,0.94,,,99.34,0.94,,
CR42,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,Jun-19,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,whole_body,LB,30,Pass,99.11,0.37,2579930,216,11944,197956,32,2541,61727,572539,30,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,GCF_006742205.1,99.32,0.92,,,99.32,0.92,,
LB10,LSTM-1,NA,FAILED,NA,Hughes_Grant/Heinz_Eva,23-Feb-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Thai2,adults,female,non_blood_fed,whole_body,LB,37,Fail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
LB11,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,23-Feb-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Thai2,adults,female,non_blood_fed,whole_body,LB,37,Pass,100,0,3959673,108,36663,305744,36.3,3666,212814,951008,34,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia meningoseptica,GCF_000367325.1,98.53,0.94,,,98.53,0.94,,
LB12,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,24-Feb-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Thai2,adults,female,non_blood_fed,whole_body,LB,37,Pass,99.49,1.26,3943447,67,58857,915849,68.8,3843,305710,647398,30,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,NA,N/A,N/A,N/A,,,N/A,N/A,,
LB14,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,24-Feb-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Thai2,adults,female,non_blood_fed,whole_body,LB,30,Pass,98.86,3.62,5359798,671,7987,96332,35.2,5856,18586,600551,16,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,Bacillus_A cereus,GCF_000007825.1,98.78,0.94,,,98.78,0.94,,
LB15,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,24-Feb-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Thai2,adults,female,non_blood_fed,whole_body,LB,30,Pass,100,0,3960468,233,16997,136018,36.3,3757,50953,539834,18,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia meningoseptica,GCF_000367325.1,98.47,0.93,,,98.47,0.93,,
LB16,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,24-Feb-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Thai2,adults,female,non_blood_fed,whole_body,LB,30,Pass,99.33,1.01,3809670,210,18141,184307,68.9,3803,47474,409137,17,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,NA,N/A,N/A,N/A,,,N/A,N/A,,
LB21,LSTM-1,NA,FAILED,NA,Hughes_Grant/Heinz_Eva,24-Feb-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Thai2,adults,male,NA,whole_body,LB,30,Fail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
LB22,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,24-Feb-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Thai2,adults,male,NA,whole_body,LB,30,Fail,96.77,4.97,4028671,1379,2921,24295,36.3,4667,6027,472809,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
LB26,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,23-Feb-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Thai2,adults,female,non_blood_fed,whole_body,LB,37,Pass,100,0,3960380,77,51433,311517,36.3,3650,213008,401850,20,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia meningoseptica,GCF_000367325.1,98.5,0.94,,,98.5,0.94,,
LB27,LSTM-1,NA,FAILED,NA,Hughes_Grant/Heinz_Eva,23-Feb-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Thai2,adults,female,non_blood_fed,whole_body,LB,37,Fail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
LB28,LSTM-1,NA,FAILED,NA,Hughes_Grant/Heinz_Eva,23-Feb-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Thai2,adults,female,non_blood_fed,whole_body,LB,37,Fail,0,0,44561,11,4051,9090,28.1,40,7110,257587,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
LB9,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,23-Feb-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Thai2,adults,female,non_blood_fed,whole_body,LB,37,Fail,0,0,32798,23,1426,11309,37.2,46,5474,275783,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
M50,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,Nov-23,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,midgut,LB,30,Pass,99.53,0.33,4781054,237,20173,111135,56,4661,41271,652492,20,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,Leclercia sp002902985,GCF_002902985.1,98.48,0.92,,,98.48,0.92,,
M51,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,Nov-23,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,midgut,LB,30,Pass,99.73,0,3887145,105,37020,394588,38.7,3660,234464,721923,32,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,GCF_000368085.1,98,0.93,,,98,0.93,,
S242,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,Jun-23,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_albopictus,Galveston,adults,female,non_blood_fed,whole_body,LB,30,Pass,99.97,0.58,4805224,197,24392,574050,61.2,4397,160349,753915,23,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,GCF_000014805.1,96.44,0.92,,,96.44,0.92,,
S315,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,Aug-23,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Galveston,adults,female,non_blood_fed,whole_body,LB,30,Pass,100,3.81,3603241,808,4459,34163,40.3,3968,9199,467073,18,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus massiliensis,GCF_000285495.1,98.66,0.91,,,98.66,0.91,,
VD1,LSTM-1,NA,FAILED,NA,Hughes_Grant/Heinz_Eva,10-Jun-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Thai2,adults,female,non_blood_fed,whole_body,GYP,37,Pass,100,0,2727067,6,454511,1166456,67,2439,797071,521050,35,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,NA,N/A,N/A,N/A,,,N/A,N/A,,
VD11,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,01-Jul-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,eggs,unk,NA,NA,GYP,37,Pass,98.4,2.4,4582444,275,16663,143686,54,4443,32766,379484,14,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter hermannii,GCA_900635495.1,98.71,0.93,,,98.71,0.93,,
VD12,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,01-Jul-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,eggs,unk,NA,NA,GYP,37,Pass,100,0.97,5110631,217,23551,257770,54.7,4878,60067,529506,17,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,GCF_000025565.1,98.52,0.91,,,98.52,0.91,,
VD14,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,01-Jul-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,eggs,unk,NA,NA,GYP,30,Pass,99.73,0,3882383,110,35294,536355,38.7,3661,216309,586031,25,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,GCF_000368085.1,97.99,0.93,,,97.99,0.93,,
VD15,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,01-Jul-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,eggs,unk,NA,NA,LB,37,Pass,99.13,2,5559710,232,23964,202263,62.3,5256,50469,549747,16,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E juntendi,GCF_009932375.1,97.87,0.8,,,97.87,0.8,,
VD17,LSTM-1,NA,FAILED,NA,Hughes_Grant/Heinz_Eva,01-Jul-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,eggs,unk,NA,NA,LB,30,Fail,23.31,1.8,2423652,1038,2334,31196,43.3,2436,2907,754022,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,
VD18,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,01-Jul-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,eggs,unk,NA,NA,LB,30,Pass,98.87,2.73,5535852,354,15638,99818,62.3,5301,28771,496145,14,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E juntendi,GCF_009932375.1,97.86,0.78,,,97.86,0.78,,
VD19,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,10-Jul-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,midgut,LB,30,Pass,99.99,0.39,4887268,152,32153,408570,54.8,4634,166958,642809,22,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea sp000277545,GCF_000277545.1,98.77,0.94,,,98.77,0.94,,
VD20,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,10-Jul-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,midgut,LB,30,Pass,99.66,0.5,4893156,232,21091,186255,54.8,4700,73946,525515,17,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea sp000277545,GCF_000277545.1,98.77,0.93,,,98.77,0.93,,
VD21,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,10-Jul-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,midgut,LB,30,Pass,99.92,0.78,4833701,200,24168,299277,54.8,4647,65107,571772,18,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea sp000277545,GCF_000277545.1,98.79,0.94,,,98.79,0.94,,
VD22,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,10-Jul-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,midgut,LB,30,Pass,99.99,0.39,4888493,98,49882,1256454,54.8,4612,291082,981861,35,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea sp000277545,GCF_000277545.1,98.77,0.95,,,98.77,0.95,,
VD23,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,10-Jul-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,midgut,LB,30,Pass,99.99,0.39,4886923,97,50380,519473,54.8,4606,258090,843150,33,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea sp000277545,GCF_000277545.1,98.75,0.95,,,98.75,0.95,,
VD24,LSTM-1,NA,24-Jan-22,NA,Hughes_Grant/Heinz_Eva,10-Jul-21,"Liverpool_L3_5QA,UK;Europe",53.408647,-2.969825,mosquito,lab,NA,NA,NA,NA,Aedes_aegypti,Liverpool,adults,female,non_blood_fed,midgut,LB,30,Pass,99.98,0.77,4863477,137,35499,287508,57.6,4539,108579,498647,18,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea dispersa,GCF_014155765.1,97.98,0.93,,,97.98,0.93,,
